brand_name,pants_description,price,MRP,discount_percent,ratings,number_of_ratings
Snitch,Stretchable Bootcut Jeans,899.0,1799.0,0.5,3.4,41.0
Flying Machine,Men Relaxed Fit Jeans,2309.0,3499.0,0.34,3.4,41.0
HERE&NOW,Men Mid Rise Stretchable Jeans,719.0,2199.0,14.8,4.0,60.0
MASTERLY WEFT,Men Mid-Rise Jeans,799.0,1999.0,0.6,1.8,12.0
Levis,Men 511 Slim Fit Jeans,2079.0,3999.0,0.48,3.9,31.0
HERE&NOW,Men Slim Fit Cotton Jeans,689.0,1599.0,9.1,4.0,1600.0
Roadster,Men Baggy Fit Jeans,909.0,2599.0,0.65,3.9,37.0
Flying Machine,Men Slim Fit Jeans,1549.0,2499.0,0.38,3.9,37.0
glitchez,Men Relaxed Jeans,527.0,2399.0,0.78,3.9,46.0
Roadster,Men Cotton Straight Fit Jeans,719.0,1999.0,0.64,3.5,56.0
WROGN,Men Anti Fit Jeans,1399.0,2799.0,0.5,4.1,25.0
Roadster,Men Bleached Cotton Jeans,805.0,2599.0,0.69,3.8,9.0
glitchez,Men Low-Distress WideLeg Jeans,703.0,1599.0,0.56,2.9,18.0
Mufti,Men Mid-Rise Skinny Fit Jeans,1393.0,3399.0,0.59,3.8,16.0
Roadster,Men Slim Fit Jeans,584.0,1299.0,0.55,3.8,980.0
Roadster,Men Straight Fit Jeans,599.0,1499.0,0.6,3.9,84.0
FUGAZEE,Men Relaxed Fit Jeans,2099.0,3499.0,0.4,3.7,124.0
Thomas Scott,Men Relaxed Fit Cotton Jeans,979.0,2599.0,16.2,3.8,179.0
Roadster,Men Relaxed Fit Cotton Jeans,799.0,2499.0,0.68,3.9,105.0
French Connection,Men Slim Fit Jeans,1294.0,3499.0,0.63,4.4,17.0
Roadster,Men Bootcut Jeans,755.0,2799.0,0.73,3.5,80.0
Mast & Harbour,Men Regular Fit Mid-Rise Jeans,773.0,1799.0,0.57,3.5,80.0
Mufti,Men Slim Fit Jeans,1553.0,4199.0,0.63,3.8,22.0
WROGN,Men Stretchable Jeans,874.0,2499.0,0.65,3.9,23.0
Urbano Fashion,Men Relaxed Fit Jeans,1169.0,2599.0,0.55,3.5,28.0
Mufti,Men Super Skinny Fit Jeans,1393.0,3399.0,0.59,3.5,28.0
Roadster,Men Mid Rise Cotton Jeans,727.0,2599.0,0.72,3.2,152.0
Bene Kleed,Men Straight Fit Jeans,974.0,2499.0,0.61,4.0,303.0
Mufti,Men Slim Fit Jeans,1649.0,3299.0,0.5,4.2,5.0
WROGN,Men Loose Fit Cotton Jeans,1374.0,2499.0,0.45,4.2,57.0
Flying Machine,Men Slim Fit Jeans,1829.0,2999.0,0.39,4.6,5.0
WROGN,Men Anti Fit Cargo Jeans,1049.0,2999.0,0.65,3.2,6.0
Roadster,Men Baggy Fit Cotton Jeans,805.0,2599.0,0.69,4.0,37.0
WROGN,Men Anti Fit Jeans,1623.0,2799.0,0.42,4.2,42.0
HERE&NOW,Men Smart Stretchable Jeans,759.0,1999.0,12.4,4.0,355.0
Roadster,Men Skater Fit Mid-Rise Jeans,782.0,2699.0,0.71,4.0,355.0
Roadster,Men Regular Fit Mid-Rise Jeans,759.0,1899.0,0.6,4.0,63.0
HIGHLANDER,Men Relaxed Fit Jeans,883.0,2599.0,0.66,3.9,90.0
Roadster,Men Relaxed Fit Jeans,1101.0,2899.0,0.62,3.5,100.0
Flying Machine,Slim Fit Stretchable Jeans,1829.0,2999.0,0.39,3.5,100.0
WROGN,Men Slim Fit Mid-Rise Jeans,804.0,2299.0,0.65,4.6,9.0
HERE&NOW,Men Slim Fit Jeans,749.0,1499.0,0.5,3.8,28.0
Levis,Men 511 Slim Fit Jeans,1478.0,2899.0,0.49,4.3,264.0
The Indian Garage Co,Men Straight Fit Jeans,923.0,2799.0,0.67,4.2,84.0
MASCLN SASSAFRAS,Men Mid-Rise Jeans,1199.0,2999.0,0.6,4.6,9.0
Calvin Klein Jeans,Men Slim Fit Jeans,1199.0,2999.0,0.6,4.6,9.0
Roadster,Men Bootcut Jeans,1121.0,3299.0,0.66,3.7,245.0
Stylecast X Kotty,Men Straight Fit Jeans,599.0,1999.0,0.7,3.4,149.0
WROGN,Men Slim Fit Stretchable Jeans,1275.0,2199.0,0.42,4.2,130.0
glitchez,Men Straight Fit Cargo Jeans,791.0,2199.0,0.64,3.9,28.0
Mast & Harbour,Men Relaxed Fit Mid-Rise Jeans,773.0,1799.0,0.57,2.8,18.0
Flying Machine,Men Relaxed Fit Jeans,2309.0,3499.0,0.34,2.8,18.0
WROGN,Men Relaxed Fit Mid-Rise Jeans,1304.0,2899.0,0.55,2.8,18.0
Roadster,Men Baggy Fit Jeans,924.0,2499.0,0.63,4.1,38.0
Levis,Men 511 Slim Fit Jeans,2079.0,3999.0,0.48,3.9,31.0
Mast & Harbour,Men Tapered Fit Jeans,769.0,2199.0,0.65,2.7,27.0
HIGHLANDER,Men Tapered Fit Jeans,1177.0,3099.0,0.62,3.9,436.0
Flying Machine,Men Slim Fit Jeans,1549.0,2499.0,0.38,3.9,436.0
Roadster,Men Relaxed Fit Jeans,1072.0,2899.0,0.63,3.4,204.0
The Indian Garage Co,Men Pure Cotton Jeans,791.0,2399.0,0.67,3.9,207.0
WROGN,Men Anti Fit Jeans,1399.0,2799.0,0.5,4.1,25.0
Roadster,Men Mid-Rise Relaxed Fit Jeans,560.0,1699.0,0.67,4.8,14.0
WROGN,Men Relaxed Fit Jeans,1385.0,2199.0,0.37,4.8,14.0
Mufti,Men Mid-Rise Skinny Fit Jeans,1393.0,3399.0,0.59,3.8,16.0
PARIS HAMILTON,Men Bootcut Jeans,959.0,1999.0,0.52,3.5,108.0
WROGN,Men Pure Cotton Cargo Jeans,1049.0,2999.0,0.65,3.7,48.0
FUGAZEE,Men Relaxed Fit Jeans,2099.0,3499.0,0.4,3.7,124.0
PARIS HAMILTON,Men Straight Fit Jeans,799.0,1999.0,0.6,4.0,505.0
glitchez,Men Carrot Fit Jeans,543.0,1699.0,0.68,3.9,71.0
French Connection,Men Slim Fit Jeans,1294.0,3499.0,0.63,4.4,17.0
WROGN,Men Slim Fit Jeans,1275.0,2199.0,0.42,4.1,92.0
glitchez,Men Wide Leg Jeans,593.0,2199.0,0.73,3.9,97.0
Mufti,Men Slim Fit Jeans,1553.0,4199.0,0.63,3.8,22.0
WROGN,Men Stretchable Jeans,1299.0,2599.0,0.5,3.4,12.0
HERE&NOW,Men Straight Fit Jeans,874.0,2499.0,0.65,3.4,12.0
Mufti,Men Super Skinny Fit Jeans,1393.0,3399.0,0.59,3.4,12.0
Mast & Harbour,Men Relaxed Fit Jeans,863.0,2699.0,0.68,1.7,10.0
Roadster,Relaxed Fit Mid-Rise Jeans,599.0,1499.0,0.6,3.8,12.0
Mufti,Men Slim Fit Jeans,1649.0,3299.0,0.5,4.2,5.0
WROGN,Men Loose Fit Cotton Jeans,1374.0,2499.0,0.45,4.2,57.0
Flying Machine,Men Slim Fit Jeans,1829.0,2999.0,0.39,4.6,5.0
Roadster,Men Stretchable Jeans,805.0,2599.0,0.69,3.7,39.0
HERE&NOW,Men Pure Cotton Baggy Jeans,1349.0,2999.0,0.55,4.1,19.0
WROGN,Men Anti Fit Jeans,1623.0,2799.0,0.42,4.2,42.0
HERE&NOW,Men Regular Fit Jeans,749.0,1499.0,0.5,4.2,29.0
Roadster,Relaxed Fit Stretchable Jeans,560.0,1699.0,0.67,4.0,8.0
Roadster,Men Regular Fit Mid-Rise Jeans,759.0,1899.0,0.6,4.0,63.0
Kook N Keech,Men Relaxed Pure Cotton Jeans,991.0,3199.0,0.69,3.5,14.0
glitchez,Men Loose Fit Jeans,1077.0,2199.0,0.51,4.3,22.0
Flying Machine,Slim Fit Stretchable Jeans,1829.0,2999.0,0.39,4.3,22.0
glitchez,Men Relaxed Fit Cargo Jeans,665.0,1799.0,0.63,4.0,40.0
WROGN,Men Relaxed Fit Mid-Rise Jeans,1304.0,2899.0,0.55,3.5,11.0
Levis,Men 511 Slim Fit Jeans,1478.0,2899.0,0.49,4.3,264.0
Flying Machine,Men Slim Fit Mid-Rise Jeans,1367.0,2399.0,0.43,3.8,29.0
Stylecast X Kotty,Men Regular Fit Mid-Rise Jeans,499.0,1999.0,0.75,3.8,36.0
Calvin Klein Jeans,Men Slim Fit Jeans,499.0,1999.0,0.75,3.8,36.0
glitchez,Men Baggy Jeans,637.0,2199.0,0.71,3.5,46.0
Kotty,Men Low-Rise Jeans,519.0,1999.0,0.74,3.9,284.0
WROGN,Men Slim Fit Stretchable Jeans,1275.0,2199.0,0.42,4.2,130.0
Playfeel,Men Loose Fit Mid-Rise Jeans,674.0,2499.0,0.73,1.7,6.0
Roadster,Men Slouchy Fit Cargo Jeans,597.0,2599.0,0.77,3.7,43.0
Flying Machine,Men Relaxed Fit Jeans,2309.0,3499.0,0.34,3.7,43.0
Roadster,Men Slim Fit Jeans,629.0,1399.0,0.55,3.8,11200.0
Levis,Men 511 Slim Fit Jeans,2079.0,3999.0,0.48,3.9,31.0
Roadster,Men Bootcut Jeans,759.0,1899.0,0.6,4.3,199.0
Roadster,Men Cargo Styles Jeans,839.0,2799.0,0.7,3.5,8.0
Flying Machine,Men Slim Fit Jeans,1549.0,2499.0,0.38,3.5,8.0
Roadster,Men Straight Fit Jeans,645.0,1699.0,0.62,3.4,9.0
Urbano Fashion,Men Bootcut Light Fade Jeans,1149.0,2299.0,0.5,3.9,173.0
WROGN,Men Anti Fit Jeans,1399.0,2799.0,0.5,4.1,25.0
Roadster,Men Relaxed Fit Jeans,831.0,2599.0,0.68,4.3,20.0
The Indian Garage Co,Men Bootcut Jeans,979.0,2449.0,0.6,4.2,553.0
Mufti,Men Mid-Rise Skinny Fit Jeans,1393.0,3399.0,0.59,3.8,16.0
glitchez,Men Carrot Fit Jeans,713.0,1699.0,0.58,4.5,21.0
Ducati,Men Straight Fit Jeans,1224.0,3499.0,0.65,4.3,48.0
FUGAZEE,Men Relaxed Fit Jeans,2099.0,3499.0,0.4,3.7,124.0
Bene Kleed,Men Straight Fit Jeans,896.0,2299.0,0.61,4.0,480.0
Roadster,Mid Rise Regular Fit Jeans,924.0,2499.0,0.63,3.8,67.0
French Connection,Men Slim Fit Jeans,1294.0,3499.0,0.63,4.4,17.0
Flying Machine,Men Tapered Fit Jeans,1424.0,2499.0,0.43,4.4,7.0
The Indian Garage Co,Men Slim Fit Jeans,659.0,1999.0,0.67,4.1,2100.0
Mufti,Men Slim Fit Jeans,1553.0,4199.0,0.63,3.8,22.0
Bene Kleed,Men Baggy Light Fade Jeans,839.0,2999.0,0.72,3.9,39.0
MASTERLY WEFT,Men Straight Fit Jeans,959.0,1999.0,0.52,3.9,39.0
Mufti,Men Super Skinny Fit Jeans,1393.0,3399.0,0.59,3.9,39.0
Roadster,Men Relaxed Fit Mid-Rise Jeans,509.0,1699.0,0.7,4.4,7.0
Mast & Harbour,Men Straight Fit Jeans,1169.0,2599.0,0.55,4.4,7.0
Mufti,Men Slim Fit Jeans,1649.0,3299.0,0.5,4.2,5.0
Roadster,Men Slouchy Fit Jeans,909.0,2599.0,0.65,4.1,74.0
WROGN,Men Loose Fit Cotton Jeans,1374.0,2499.0,0.45,4.2,57.0
Flying Machine,Men Slim Fit Jeans,1829.0,2999.0,0.39,4.6,5.0
Roadster,Men Straight Fit Jeans,743.0,2399.0,0.69,4.1,27.0
WROGN,Men Slim Fit Jeans,1333.0,2299.0,0.42,4.5,18.0
WROGN,Men Anti Fit Jeans,1623.0,2799.0,0.42,4.2,42.0
Roadster,Straight Fit Stretchable Jeans,526.0,1699.0,0.69,3.6,16.0
WROGN,Men Slim Ankle Fit Jeans,1333.0,2299.0,0.42,3.8,30.0
Roadster,Men Regular Fit Mid-Rise Jeans,759.0,1899.0,0.6,4.0,63.0
Urbano Fashion,Men Bootcut Jeans,899.0,1999.0,0.55,3.8,285.0
Roadster,Men Skinny Fit Jeans,839.0,1999.0,0.58,3.9,65.0
Flying Machine,Slim Fit Stretchable Jeans,1829.0,2999.0,0.39,3.9,65.0
WROGN,Men Anti Loose Fit Jeans,874.0,2499.0,0.65,2.1,20.0
Roadster,Men Cotton Baggy Fit Jeans,867.0,2799.0,0.69,2.6,15.0
Levis,Men 511 Slim Fit Jeans,1478.0,2899.0,0.49,4.3,264.0
glitchez,Men Baggy Jeans,559.0,1999.0,0.72,3.4,83.0
PARIS HAMILTON,Men Bootcut Mid-Rise Jeans,939.0,1999.0,0.53,3.9,18.0
Calvin Klein Jeans,Men Slim Fit Jeans,939.0,1999.0,0.53,3.9,18.0
Roadster,Men Baggy Fit Cotton Jeans,701.0,2599.0,0.73,3.6,15.0
glitchez,Men Skinny Fit Jeans,519.0,1999.0,0.74,4.5,48.0
WROGN,Men Slim Fit Stretchable Jeans,1275.0,2199.0,0.42,4.2,130.0
WROGN,Men Straight Fit Jeans,1385.0,2199.0,0.37,4.0,5.0
Bene Kleed,Men Straight Fit Jeans,974.0,2499.0,0.61,4.0,129.0
Flying Machine,Men Relaxed Fit Jeans,2309.0,3499.0,0.34,4.0,129.0
Roadster,Men Straight Fit Jeans,740.0,1899.0,0.61,3.7,44.0
glitchez,Men Wide Leg Jeans,703.0,2199.0,0.68,3.7,97.0
Levis,Men 511 Slim Fit Jeans,2079.0,3999.0,0.48,3.9,31.0
Roadster,Men Relaxed Fit Jeans,1199.0,2999.0,0.6,3.8,220.0
glitchez,Men Straight Fit Jeans,579.0,1999.0,0.71,4.1,248.0
Flying Machine,Men Slim Fit Jeans,1549.0,2499.0,0.38,4.1,248.0
Roadster,Men Ripped Relaxed Fit Jeans,755.0,2799.0,0.73,4.0,29.0
SPYKAR,Men Regular Fit Cotton Jeans,1101.0,2899.0,0.62,3.5,36.0
WROGN,Men Anti Fit Jeans,1399.0,2799.0,0.5,4.1,25.0
Mast & Harbour,Men Slim Fit Mid-Rise Jeans,764.0,1699.0,0.55,3.1,36.0
Roadster,Men Straight Fit Jeans,849.0,1699.0,0.5,3.8,50.0
Mufti,Men Mid-Rise Skinny Fit Jeans,1393.0,3399.0,0.59,3.8,16.0
The Indian Garage Co,Men Slim Fit Jeans,659.0,1999.0,0.67,4.1,1800.0
Roadster,Men Straight Fit Jeans,607.0,1899.0,0.68,4.3,8.0
FUGAZEE,Men Relaxed Fit Jeans,2099.0,3499.0,0.4,3.7,124.0
Roadster,Men Cotton Straight Fit Jeans,929.0,2999.0,0.69,3.6,36.0
The Indian Garage Co,Men Relaxed Fit Jeans,758.0,2299.0,0.67,3.5,137.0
French Connection,Men Slim Fit Jeans,1294.0,3499.0,0.63,4.4,17.0
Stylecast X Kotty,Men Regular Fit Mid-Rise Jeans,539.0,1999.0,0.73,3.7,54.0
Roadster,Men Pure Cotton Bootcut Jeans,805.0,2599.0,0.69,4.2,41.0
Mufti,Men Slim Fit Jeans,1553.0,4199.0,0.63,3.8,22.0
Bene Kleed,Straight Fit Mid-Rise Jeans,974.0,2499.0,0.61,3.9,7.0
Roadster,Men Regular Fit Jeans,849.0,1699.0,0.5,4.0,41.0
Mufti,Men Super Skinny Fit Jeans,1393.0,3399.0,0.59,4.0,41.0
Mast & Harbour,Men Slim Tapered Fit Jeans,827.0,2299.0,0.64,3.6,353.0
Roadster,Men Relaxed Fit Cargo Jeans,1072.0,2899.0,0.63,4.1,454.0
Mufti,Men Slim Fit Jeans,1649.0,3299.0,0.5,4.2,5.0
WROGN,Men Loose Fit Cotton Jeans,1374.0,2499.0,0.45,4.2,57.0
Flying Machine,Men Slim Fit Jeans,1829.0,2999.0,0.39,4.6,5.0
Roadster,Men Straight Fit Mid-Rise Jeans,645.0,1699.0,0.62,3.5,28.0
Bene Kleed,Men Straight Fit Jeans,974.0,2499.0,0.61,3.9,44.0
WROGN,Men Anti Fit Jeans,1623.0,2799.0,0.42,4.2,42.0
glitchez,Men Baggy Fit Jeans,571.0,2199.0,0.74,3.8,84.0
Thomas Scott,Mid-Rise Baggy Cotton Jeans,909.0,3299.0,23.9,4.0,35.0
Roadster,Men Regular Fit Mid-Rise Jeans,759.0,1899.0,0.6,4.0,63.0
The Indian Garage Co,Men Cropped Jeans,721.0,1899.0,0.62,4.2,1200.0
Roadster,Men Relaxed Fit Jeans,929.0,2999.0,0.69,4.4,59.0
Flying Machine,Slim Fit Stretchable Jeans,1829.0,2999.0,0.39,4.4,59.0
glitchez,Men Wide Leg Jeans,659.0,2199.0,0.7,3.8,45.0
me Queen,Men Wide Leg Pure Cotton Jeans,949.0,1899.0,0.5,4.3,6.0
Levis,Men 511 Slim Fit Jeans,1478.0,2899.0,0.49,4.3,264.0
glitchez,Men Loose Fit Frayed Jeans,571.0,2199.0,0.74,4.0,52.0
Dennis Lingo,Men Straight Fit Jeans,999.0,2799.0,18.0,4.1,565.0
Calvin Klein Jeans,Men Slim Fit Jeans,999.0,2799.0,18.0,4.1,565.0
glitchez,Men Wide Leg Jeans,659.0,2199.0,0.7,3.3,38.0
SPYKAR,Men Tapered Fit Jeans,1332.0,3099.0,0.57,4.1,42.0
WROGN,Men Slim Fit Stretchable Jeans,1275.0,2199.0,0.42,4.2,130.0
glitchez,Men Low-Distress WideLeg Jeans,703.0,1599.0,0.56,3.0,40.0
Flying Machine,Men Relaxed Fit Jeans,2309.0,3499.0,0.34,3.0,40.0
WROGN,Men Straight Stretchable Jeans,1259.0,1999.0,0.37,4.1,9.0
WROGN,Men Bootcut Mid-Rise Jeans,909.0,2599.0,0.65,3.3,34.0
Levis,Men 511 Slim Fit Jeans,2079.0,3999.0,0.48,3.9,31.0
Mast & Harbour,Men Bootcut Fit Cotton Jeans,747.0,2199.0,0.66,4.1,25.0
Roadster,Men Straight Fit Jeans,831.0,2599.0,0.68,4.0,32.0
Flying Machine,Men Slim Fit Jeans,1549.0,2499.0,0.38,4.0,32.0
WROGN,Men Baggy Pure Cotton Jeans,1295.0,2699.0,0.52,3.3,17.0
Mast & Harbour,Men Slim Fit Stretchable Jeans,791.0,2199.0,0.64,3.9,16.0
WROGN,Men Anti Fit Jeans,1399.0,2799.0,0.5,4.1,25.0
glitchez,Men Cotton Wide Leg Jeans,735.0,1599.0,0.54,3.3,76.0
Roadster,Men Pure Cotton Cargo Jeans,1259.0,3599.0,0.65,3.9,252.0
Mufti,Men Mid-Rise Skinny Fit Jeans,1393.0,3399.0,0.59,3.8,16.0
WROGN,Men Bootcut Jeans,1295.0,2699.0,0.52,4.0,165.0
Mast & Harbour,Men Bootcut Jeans,747.0,2199.0,0.66,3.0,44.0
FUGAZEE,Men Relaxed Fit Jeans,2099.0,3499.0,0.4,3.7,124.0
Roadster,Men Wide Leg Jeans,805.0,2599.0,0.69,3.8,8.0
glitchez,Men Baggy Loose Fit Jeans,571.0,2199.0,0.74,3.9,97.0
French Connection,Men Slim Fit Jeans,1294.0,3499.0,0.63,4.4,17.0
Roadster,Light Fade Stretchable Jeans,599.0,1499.0,0.6,3.8,92.0
The Indian Garage Co,Men Skinny Fit Jeans,620.0,2299.0,0.73,4.1,301.0
Mufti,Men Slim Fit Jeans,1553.0,4199.0,0.63,3.8,22.0
Roadster,Men Relaxed Fit Mid-Rise Jeans,577.0,1699.0,0.66,4.6,5.0
glitchez,Men Straight Fit Jeans,741.0,1399.0,0.47,3.7,199.0
Mufti,Men Super Skinny Fit Jeans,1393.0,3399.0,0.59,3.7,199.0
Campus Sutra,Men Regular Fit Denim Jeans,1287.0,2799.0,0.54,2.3,54.0
Roadster,Men Straight Fit Cotton Jeans,949.0,2499.0,0.62,3.6,43.0
Mufti,Men Slim Fit Jeans,1649.0,3299.0,0.5,4.2,5.0
SPYKAR,Men Slim Fit Low-Rise Jeans,1101.0,2899.0,0.62,4.0,25.0
WROGN,Men Loose Fit Cotton Jeans,1374.0,2499.0,0.45,4.2,57.0
Flying Machine,Men Slim Fit Jeans,1829.0,2999.0,0.39,4.6,5.0
WROGN,Men Mid-Rise Cargo Jeans,1315.0,2799.0,0.53,4.0,165.0
WROGN,Men Anti Fit Jeans,1623.0,2799.0,0.42,4.2,42.0
WROGN,Men Regular Fit Mid-Rise Jeans,979.0,2799.0,0.65,4.1,15.0
Roadster,Light Fade Baggy Jeans,811.0,2799.0,0.71,3.2,24.0
Roadster,Men Regular Fit Mid-Rise Jeans,759.0,1899.0,0.6,4.0,63.0
glitchez,Men Baggy Fit Jeans,719.0,1999.0,0.64,3.8,176.0
Kook N Keech,Men Pure Cotton Baggy Jeans,991.0,3199.0,0.69,4.3,7.0
Flying Machine,Slim Fit Stretchable Jeans,1829.0,2999.0,0.39,4.3,7.0
WROGN,Men Anti Fit Jeans,909.0,2599.0,0.65,3.9,32.0
WROGN,Men Baggy Fit Jeans,1049.0,2999.0,0.65,3.8,20.0
Levis,Men 511 Slim Fit Jeans,1478.0,2899.0,0.49,4.3,264.0
Thomas Scott,Men Mid-Rise Jogger Jeans,899.0,2399.0,15.0,3.8,43.0
Urbano Fashion,Men Relaxed Fit Jeans,1169.0,2599.0,0.55,4.1,34.0
Calvin Klein Jeans,Men Slim Fit Jeans,1169.0,2599.0,0.55,4.1,34.0
glitchez,Men Jeans,615.0,2199.0,0.72,3.4,107.0
Roadster,Men Wide Leg Light Fade Jeans,805.0,2599.0,0.69,3.7,51.0
WROGN,Men Slim Fit Stretchable Jeans,1275.0,2199.0,0.42,4.2,130.0
Nautica,Men Slim Fit Mid-Rise Jeans,985.0,2899.0,0.66,4.4,26.0
me Queen,Men Straight Fit Cargo Styles,949.0,1899.0,0.5,3.5,6.0
Flying Machine,Men Relaxed Fit Jeans,2309.0,3499.0,0.34,3.5,6.0
Roadster,Men Straight Fit Jeans,628.0,1699.0,0.63,3.9,32.0
Urbano Fashion,Men Skinny Fit Cotton Jeans,899.0,1999.0,0.55,3.8,398.0
Levis,Men 511 Slim Fit Jeans,2079.0,3999.0,0.48,3.9,31.0
Roadster,Men Relaxed Fit Cargo Jeans,899.0,2999.0,0.7,3.7,18.0
STUDIO NEXX,Men Mid-Rise Jeans,899.0,2499.0,0.64,3.8,6.0
Flying Machine,Men Slim Fit Jeans,1549.0,2499.0,0.38,3.8,6.0
PARIS HAMILTON,Men Bootcut Jeans,959.0,1999.0,0.52,4.0,267.0
Roadster,Men Slim Fit Jeans,662.0,1699.0,0.61,3.8,1200.0
WROGN,Men Anti Fit Jeans,1399.0,2799.0,0.5,4.1,25.0
glitchez,Men Relaxed Pleated Jeans,839.0,1999.0,0.58,4.1,25.0
Roadster,Men Tapered Fit Jeans,701.0,2699.0,0.74,3.9,1200.0
Mufti,Men Mid-Rise Skinny Fit Jeans,1393.0,3399.0,0.59,3.8,16.0
Roadster,Men Pure Cotton Cargo Jeans,779.0,2599.0,0.7,4.3,86.0
Roadster,Men Cotton Regular Fit Jeans,753.0,2599.0,0.71,3.8,25.0
FUGAZEE,Men Relaxed Fit Jeans,2099.0,3499.0,0.4,3.7,124.0
HERE&NOW,Men Mid Rise Baggy Fit Jeans,927.0,2899.0,0.68,3.8,29.0
Roadster,Relaxed Fit Stretchable  Jeans,519.0,1299.0,0.6,4.2,15.0
French Connection,Men Slim Fit Jeans,1294.0,3499.0,0.63,4.4,17.0
Mast & Harbour,Men Bootcut Jeans,899.0,2999.0,0.7,4.2,24.0
Mast & Harbour,Printed Baggy Fit Jeans,805.0,2599.0,0.69,4.2,19.0
Mufti,Men Slim Fit Jeans,1553.0,4199.0,0.63,3.8,22.0
Roadster,Men Straight Fit Jeans,594.0,1699.0,0.65,3.8,22.0
StyleCast x Revolte,Men Wide Leg Jeans,1304.0,2899.0,0.55,3.8,131.0
Mufti,Men Super Skinny Fit Jeans,1393.0,3399.0,0.59,3.8,131.0
Powerlook,Men Baggy Fit Jeans,1297.0,2199.0,0.41,4.2,777.0
Cantabil,Men Clean Look Jeans,1259.0,3599.0,0.65,4.2,10.0
Mufti,Men Slim Fit Jeans,1649.0,3299.0,0.5,4.2,5.0
WROGN,Men Pure Cotton Cargo Jeans,1039.0,2599.0,0.6,3.9,42.0
WROGN,Men Loose Fit Cotton Jeans,1374.0,2499.0,0.45,4.2,57.0
Flying Machine,Men Slim Fit Jeans,1829.0,2999.0,0.39,4.6,5.0
Roadster,Men Cotton Loose Fit Jeans,883.0,2599.0,0.66,3.0,9.0
Roadster,Light Fade Stretchable Jeans,699.0,2799.0,0.75,4.0,26.0
WROGN,Men Anti Fit Jeans,1623.0,2799.0,0.42,4.2,42.0
Roadster,Men Straight Mid-Rise Jeans,628.0,1699.0,0.63,3.8,25.0
glitchez,Men Loose Bootcut Fit Jeans,571.0,2199.0,0.74,3.9,78.0
Roadster,Men Regular Fit Mid-Rise Jeans,759.0,1899.0,0.6,4.0,63.0
glitchez,Men Light Jogger Jeans,681.0,2199.0,0.69,4.6,21.0
Thomas Scott,Men Tapered Fit Jeans,979.0,3499.0,25.2,3.5,81.0
Flying Machine,Slim Fit Stretchable Jeans,1829.0,2999.0,0.39,3.5,81.0
Kook N Keech,Men Straight Pure Cotton Jeans,929.0,2999.0,0.69,4.4,24.0
glitchez,Men Loose Fit Cargo Jeans,1151.0,2399.0,0.52,2.3,42.0
Levis,Men 511 Slim Fit Jeans,1478.0,2899.0,0.49,4.3,264.0
Roadster,Men Straight Fit Jeans,645.0,1699.0,0.62,3.2,5.0
Aeropostale,Men Straight Fit Jeans,1259.0,3499.0,0.64,4.7,11.0
Calvin Klein Jeans,Men Slim Fit Jeans,1259.0,3499.0,0.64,4.7,11.0
Roadster,Men Straight Fit Jeans,675.0,2599.0,0.74,4.2,26.0
glitchez,Men Regular Fit Jeans,543.0,1699.0,0.68,4.1,76.0
WROGN,Men Slim Fit Stretchable Jeans,1275.0,2199.0,0.42,4.2,130.0
SF JEANS by Pantaloons,Men Straight Fit Jeans,1049.0,1399.0,0.25,3.8,6.0
MASTERLY WEFT,Men Jeans,959.0,1999.0,0.52,2.1,15.0
Flying Machine,Men Relaxed Fit Jeans,2309.0,3499.0,0.34,2.1,15.0
Roadster,Men Straight Fit Jeans,626.0,1899.0,0.67,4.0,64.0
Roadster,Men Slim Fit Jeans,539.0,1499.0,0.64,3.9,1600.0
Levis,Men 511 Slim Fit Jeans,2079.0,3999.0,0.48,3.9,31.0
Roadster,Men Cotton Straight Fit Jeans,674.0,2499.0,0.73,3.3,493.0
Mast & Harbour,Men Loose Tapered Fit Jeans,942.0,2299.0,0.59,3.3,493.0
Flying Machine,Men Slim Fit Jeans,1549.0,2499.0,0.38,3.3,493.0
Roadster,Men Straight Fit Jeans,594.0,1699.0,0.65,3.3,493.0
Stylecast X Kotty,Men Regular Fit Cargo Jeans,719.0,1999.0,0.64,3.9,78.0
WROGN,Men Anti Fit Jeans,1399.0,2799.0,0.5,4.1,25.0
glitchez,Men Baggy Loose Fit Jeans,703.0,2199.0,0.68,4.2,66.0
Dennis Lingo,Men Relaxed Fit Jeans,1350.0,3599.0,22.49,3.8,866.0
Mufti,Men Mid-Rise Skinny Fit Jeans,1393.0,3399.0,0.59,3.8,16.0
Roadster,Men Loose Crop Cotton Jeans,779.0,2599.0,0.7,3.4,18.0
FCUK,Pure Cotton Tapered Fit Jeans,1199.0,2999.0,0.6,4.0,80.0
FUGAZEE,Men Relaxed Fit Jeans,2099.0,3499.0,0.4,3.7,124.0
Mast & Harbour,Men Straight Fit Jeans,836.0,2699.0,0.69,3.7,29.0
Hardsoda by The Indian Garage Co,Men Plus Size Jogger,1238.0,2949.0,0.58,3.7,29.0
French Connection,Men Slim Fit Jeans,1294.0,3499.0,0.63,4.4,17.0
glitchez,Men Loose Fit Jeans,619.0,1999.0,0.69,4.2,26.0
Roadster,Straight Fit Light Fade Jeans,753.0,2599.0,0.71,3.8,19.0
Mufti,Men Slim Fit Jeans,1553.0,4199.0,0.63,3.8,22.0
